tem,inion,fate
850.0,0.014149688828556,2.0802803542274703e-05
852.0,0.014116473596564,2.3797489517168868e-05
854.0,0.0140834139394292,2.72022692392182e-05
856.0,0.0140505087666736,3.107046817746317e-05
858.0,0.0140177569979867,3.5462155052734534e-05
860.0,0.0139851575631076,4.044473365591439e-05
862.0,0.0139527094017083,4.609327060658974e-05
864.0,0.0139204114632784,5.249278522273526e-05
866.0,0.0138882627070122,5.973802260153538e-05
868.0,0.0138562621016965,6.793535692328767e-05
870.0,0.0138244086256006,7.72024860012932e-05
872.0,0.0137927012663676,8.767542391749372e-05
874.0,0.0137611390209068,9.949951831206284e-05
876.0,0.0137297208952883,0.0001128420245091
878.0,0.0136984459046385,0.0001278883736931
880.0,0.013667313073037,0.0001448443867624
882.0,0.0136363214334156,0.0001639405829666
884.0,0.0136054700274576,0.0001854342686173
886.0,0.0135747579054995,0.0002096105905513
888.0,0.0135441841264331,0.0002367870638973
890.0,0.0135137477576096,0.0002673167227677
892.0,0.013483447874745,0.0003015931663782
894.0,0.0134532835618261,0.0003400513792946
896.0,0.0134232539110185,0.0003831744438236
898.0,0.0133933580225752,0.0004314985838603
900.0,0.0133635950047473,0.000485616851089
902.0,0.0133339639736946,0.0005461861743612
904.0,0.0133044640533988,0.0006139336129751
906.0,0.0132750943755768,0.0006896608490715
908.0,0.0132458540795953,0.0007742552002656
910.0,0.0132167423123874,0.0008686933719408
912.0,0.013187758228369,0.0009740537975679
914.0,0.0131589009893573,0.0010915216646159
916.0,0.0131301697644897,0.001222402481963
918.0,0.0131015637301444,0.0013681294865931
920.0,0.0130730820698615,0.0015302765098666
922.0,0.0130447239742652,0.0017105685568528
924.0,0.0130164886409876,0.0019108956492673
926.0,0.0129883752745924,0.0021333236495044
928.0,0.0129603830865006,0.0023801112305696
930.0,0.0129325112949167,0.0026537214257819
932.0,0.012904759124756,0.0029568388266142
934.0,0.0128771258075723,0.0032923835399135
936.0,0.0128496105814878,0.0036635280123431
938.0,0.0128222126911221,0.0040737155466985
940.0,0.012794931387524,0.0045266738901705
942.0,0.0127677659281025,0.0050264353106468
944.0,0.0127407155765599,0.0055773532695729
946.0,0.0127137796028251,0.0061841198161459
948.0,0.0126869572829879,0.0068517834334383
