tem,inion,fate
856.0,0.0281010175333472,9.784004665475132e-05
858.0,0.0280355139959734,0.0001117649288395
860.0,0.0279703151262153,0.0001275813206469
862.0,0.0279054188034167,0.0001455252214566
864.0,0.0278408229265569,0.0001658687136946
866.0,0.0277765254140244,0.0001889165624283
868.0,0.027712524203393,0.0002150119998711
870.0,0.0276488172512013,0.0002445356103719
872.0,0.0275854025327353,0.0002779145752418
874.0,0.0275222780418137,0.0003156268145107
876.0,0.0274594417905767,0.000358205346565
878.0,0.027396891809277,0.000406243135069
880.0,0.027334626146074,0.0004604038133723
882.0,0.0272726428668313,0.000521426227508
884.0,0.0272109400549153,0.0005901312739517
886.0,0.0271495158109991,0.0006674321006636
888.0,0.0270883682528662,0.0007543439598314
890.0,0.0270274955152193,0.0008519930539546
892.0,0.0269668957494901,0.0009616278913784
894.0,0.0269065671236523,0.0010846341481907
896.0,0.026846507822037,0.0012225394519296
898.0,0.0267867160451505,0.0013770391444484
900.0,0.0267271900094946,0.001550002598806
902.0,0.0266679279473893,0.001743488416174
904.0,0.0266089281067977,0.001959772523534
906.0,0.0265501887511536,0.0022013484214655
908.0,0.0264917081591907,0.0024709657844845
910.0,0.0264334846247749,0.0027716391562404
912.0,0.0263755164567381,0.0031066708405108
914.0,0.0263178019787146,0.0034796727436253
916.0,0.0262603395289794,0.0038945943842821
918.0,0.0262031274602889,0.0043557428154247
920.0,0.026146164139723,0.0048678076195254
922.0,0.0260894479485305,0.0054358998639869
924.0,0.0260329772819753,0.00606553845435
926.0,0.0259767505491848,0.0067627320042562
928.0,0.0259207661730013,0.0075339629072856
930.0,0.0258650225898335,0.008386230816379
932.0,0.025809518249512,0.0093270731411909
934.0,0.0257542516151447,0.0103645956385511
936.0,0.0256992211629756,0.0115074943082826
938.0,0.0256444253822443,0.0127650784177008
940.0,0.025589862775048,0.0141472978442552
942.0,0.0255355318562051,0.0156647581763674
944.0,0.0254814311531199,0.0173287507761882
946.0,0.0254275592056503,0.0191512683509961
948.0,0.0253739145659759,0.0211450244464936
950.0,0.0253204957984686,0.0233234729218531
952.0,0.0252673014795642,0.025700830869578
954.0,0.0252143301976364,0.0282920909502881
956.0,0.0251615805528715,0.0311130462192499
958.0,0.0251090511571453,0.0341803102383783
960.0,0.0250567406339012,0.0375113387249964
962.0,0.0250046476180303,0.0411244556921749
964.0,0.0249527707557522,0.0450388769083001
966.0,0.0249011087044981,0.0492747632073464
968.0,0.0248496601327946,0.0538532181587961
970.0,0.0247984237201496,0.0587963617366266
972.0,0.0247473981569395,0.0641273723703955
974.0,0.0246965821442969,0.0698705227203042
976.0,0.0246459743940012,0.0760512567163709
978.0,0.0245955736283693,0.0826962448771326
980.0,0.0245453785801481,0.0898334545602549
982.0,0.0244953879924085,0.0974922357302454
984.0,0.0244456006184402,0.1057033886726899
986.0,0.0243960152216482,0.1144992673199341
988.0,0.0243466305754506,0.1239138655378252
990.0,0.0242974454631769,0.1339829138563911
992.0,0.0242484586779689,0.1447439881041567
994.0,0.0241996690226812,0.1562366135025167
996.0,0.0241510753097843,0.1685023713800248
998.0,0.0241026763612677,0.1815850264764301
